Id_Texto,id-msg,texto-proposto
1197,1266,"Peça ao seu médico para fazer um ultrassom morfológico. Mais detalhado, ele permite detectar más-formações precocemente. E pode ser feito pelo SUS.  "
1370,1639,"Pegue leve no último trimestre da gravidez para prevenir dores e cansaço, muito comuns nessa fase."
1177,1210,Pense no clima de sua cidade antes de montar o enxoval do bebê e evite itens desnecessários.  O bebê sente calor no calor e frio no frio.
1401,1701,"Pilhas e baterias pastilha devem ficar de fora do alcance das crianças. Se ingeridas, podem causar intoxicação grave."
1276,1423,Planejar é importante para você ter tempo para sua diversão. Peça ajuda para a vovó e distraia-se sem culpa.
1179,1218,"Planeje antes o trajeto de ida e volta da maternidade, no meio de transporte que a família vai usar, e veja rotas alternativas."
1246,1366,Planeje bem a despesa com babá: veja em que horários ela é indispensável e evite horas extras. Peça ajuda de familiares em emergências.
1120,1000,"Plantas venenosas podem estar em qualquer lugar, dentro ou fora de casa. Mantenha vasos de plantas longe do bebê."
1098,912,Preste atenção à temperatura do bebê e vista-o de acordo com o clima. Roupa de mais ou de menos não faz bem.
1399,1694,"Procure cultivar um ambiente tranquilo e equilibrado. A harmonia familiar é essencial para a saúde física, mental e emocional do bebê."
1185,1239,Procure seu plano de saúde o quanto antes para ver se o parto (inclusive o prematuro) está coberto e se bebê também terá direito à assistência.
1046,702,"Proteja o futuro de seu bebê, usando os recursos naturais com sabedoria. Evite comprar tudo novo, compartilhe o que já existe."
1101,928,"Qualquer tipo de droga prejudica o desenvolvimento de seu bebê. Isso inclui cigarro, álcool e mesmo alguns remédios. Siga as orientações médicas. "
1164,1170,"Quando calcular o custo da creche, inclua mensalidade, taxa de material, uniforme, transporte escolar e alimentação."
1269,1411,"Quando está aprendendo a falar, o bebê pode tropeçar nas palavras, repetir sílabas e gaguejar.  Essas repetições e hesitações são normais nessa fase."
1027,617,"Quando for à praia, cuidado com as águas-vivas. Elas parecem gelatina transparente e inofensiva, porém, podem causar sérias queimaduras."
1227,1327,"Quando o bebê está com sono ou inquieto, o melhor mesmo é deixá-lo bem tranquilo com carinho e atenção. Não precisa balançá-lo no colo."
1217,1306,"Quando o bebê vomita, fique atenta a outros sintomas. Se aparecer febre, procure atendimento médico."
1227,1326,"Quando se pensa em ninar, logo pensamos em balançar o bebê no colo. Mas esse balanço pode ser perigoso. Faça movimentos lentos e ritmados."
1022,596,"Quando seu bebê começar a andar, deixe-o descalço para que ele aprenda a usar seus dedos, a sola do pé e o calcanhar."
1044,696,"Quando você cuida da sua saúde, está cuidando também da saúde que o seu filho terá durante a vida inteira."
991,473,Quer ajudar o seu bebê a se desenvolver mais e melhor? Existe um jeito fácil e divertido: brincar com ele!
1397,1690,"Quer retomar sua rotina de antes do parto? Esqueça! É hora de construir uma nova rotina, muito melhor e mais gratificante."
1198,1268,"Rachadura, vermelhidão e dor nas mamas ao amamentar não são normais. Veja quais são as causas desses problemas e livre-se deles."
1240,1354,"Respiração pela boca, ronco ou sono agitado são sinais de problemas. Procure seu pediatra."
1404,1706,"Saiba que medidas de proteção do bebê, como a cadeirinha do automóvel e o berço seguro precisam ser pensados bem antes dele nascer."
1408,1719,"Saúde física, mental e emocional estão estreitamente ligadas. Alimente-se bem, faça um bom pré-natal e procure não se estressar durante a gravidez."
1413,1728,"Se a moleira do seu bebê estiver rebaixada ou saltada -- e sobretudo se ele apresentar outros sintomas, como diarreia -- leve-o logo ao médico."
1143,1097,"Se acontecer uma queimadura, cuide bem para evitar infecções. As áreas mais sensíveis são rosto, pescoço, genitais, mãos e pés."
1138,1079,"Se entrar um bichinho na orelha do bebê, procure um médico. Ele poderá retirá-lo sem machucar o ouvido da criança."
1165,1172,"Se não dá para pagar um ensaio fotográfico de sua gravidez, peça a um amigo ou parente que saiba fotografar. "
1162,1165,"Se o orçamento está apertado para pagar uma creche onde você pode deixar seu bebê, pergunte a avós ou outros parentes se podem ajudar a cuidar dele."
1184,1237,"Se o pai tem plano de saúde obstétrico e a mulher é sua dependente, ela tem direito ao parto. E o bebê pode ficar como dependente logo ao nascer."
1399,1695,"Se o seu bebê fizer algo errado, corrija de maneira firme, mas tranquila. Se você grita, ensina o seu filho a gritar."
1163,1168,"Se sobrarem faltas de tamanhos que não servem mais ao seu bebê, tente trocar em uma farmácia ou com outras pais."
1159,1157,"Se tiver piscina em casa mande fazer uma cerca de 1,5m com portão e trava até que o bebê cresça e saiba nadar sozinho. Tenha coletes salva-vidas para ele e visitas."
982,1510,"Se vai comer fora, é bom estar atenta à higiene do local. Na dúvida, resista à tentação e desista da escolha para prevenir doenças e intoxicações."
1246,1365,"Se você contratou uma babá, cuidado com horas extras. Elas podem avançar no seu orçamento"
1168,1185,"Se você está desempregada, mas ainda tem a cobertura da Previdência, pode pedir salário-maternidade por 120 dias. Informe-se."
967,1529,"Se você está sofrendo com azia, fracione as refeições e coma pouco de cada vez. Vai melhorar muito!"
1388,1673,"Se você já deu atenção ao bebê, ele continua exigindo sua presença e não está doente, você não precisa correr para atendê-lo. Ensine-o a esperar. "
1288,1447,Se você não quer engatar uma gravidez na outra precisa pensar em um método anticoncepcional logo após o parto.
1165,1171,"Se você não quer ou não pode pagar um curso de cuidados com o bebê, peça orientação na maternidade e converse com outros pais."
1140,1084,"Se você optou por deixar o bebê com uma babá, procure indicações dessa profissional com parentes e amigos. Precisa ser alguém de muita confiança."
1340,1579,"Se você sente dores na barriga frequentemente, procure seu médico para ver se está tudo bem. Prevenção nunca é demais."
1294,1458,"Se você tem um companheiro, estimule a ligação dele com o bebê. É bom para os dois e, também, para você e o seu relacionamento."
1168,1184,"Se você tem um emprego formal como doméstica, pode pedir a licença-maternidade de 120 dias, com o salário pago pelo governo."
1102,933,"Se você tem um filho mais velho, dê-lhe atenção, carinho e supervisão atenta o tempo todo quando o irmãozinho chegar."
1380,1659,"Sentir uma tristeza depois do parto é normal, mesmo se o bebê nasceu saudável. É mais comum do que você pensa e passará com o tempo."
981,1512,"Sentir-se incapaz, ansiosa e até triste após a chegada do bebê é comum. Mas quando o sofrimento não passa, pode ser depressão pós-parto. Fique atenta!"
985,448,Seu bebê ainda não tem suficiente noção dos vários perigos. Fique por perto e atenta quando ele começar a andar.
1249,1372,Seu bebê começa a perceber que não terá você o tempo todo. Converse com ele e diminua a ansiedade naquelas horas que você tiver que sair.
1250,1373,"Seu bebê começou a sorrir para você? É sinal de que ele está se sentindo seguro, tranquilo e com vontade de se comunicar. Curta esse momento!"
1206,1284,"Seu bebê compartilha de seus sentimentos, sensações e pensamentos. O que acontece a você influencia no desenvolvimento de seu bebê. Cuide-se bem!"
1236,1345,Seu bebê é muito quietinho e tímido? Pode ser o jeito dele mesmo ou apenas uma fase. Não force mudanças.
969,1527,Seu bebê está se desenvolvendo rápido! Na quinta semana de gestação mais de um milhão de células estão sendo formadas por minuto.
1318,1498,"Seu bebê já tomou banho de sol hoje? O solzinho da manhã, antes das 10h, estimula a absorção do cálcio que fortalece os ossos e os dentes."
1118,992,Seu cachorro pode sentir ciúmes do bebê. Fique atenta para evitar acidentes. Não os deixe sozinhos.
1129,1043,"Seu olfato está mais sensível agora, a fim de preservar a sua saúde e a de seu bebê. Se sentir um cheiro estranho em algum produto, fique longe dele! "
1172,1196,"Seu plano de saúde tem de cobrir os testes do Pezinho, da Orelhinha e do Olhinho na rede privada."
1023,602,Sua gestação será muito melhor adotando estilo de vida saudável. Procure orientação com seu médico sobre atividades físicas seguras para esse período.
1256,1385,Toda criança é naturalmente ativa e curiosa e isso não quer dizer hiperatividade. Converse com seu médico sobre como identificar esse distúrbio.
1327,1553,"Toda mãe sonha com a hora de ver o seu bebezinho lindo, de roupinha nova. Mas, primeiro, você será apresentada a um recém-nascido sujinho e chorão. "
1405,1709,Todas as crianças devem viajar no banco traseiro até os dez anos de idade.
1360,1618,"Todo ser humano é único... Seu bebê, também. Respeitar as características dele garante um desenvolvimento mais sadio."
1292,1454,Trocas frequentes de fralda evitam assaduras e doenças. Mantenha o seu bebê sempre sequinho e limpinho.
1375,1648,Um ambiente estressante pode prejudicar o desenvolvimento cerebral do bebê. Procure evitar lugares ou situações que a deixem nervosa.
1391,1678,"Um bebê novo em casa exige esforço e atenção de toda a família, mas o cuidado com as demais rotinas e pessoas não devem ser esquecidas. "
1240,1353,Um bebê que ronca pode ter algum problema. Não é porque está cansado ou puxou o vovô. Converse com seu médico.
1279,1428,Uma boa formação custa caro e vai além da mensalidade escolar. Procure orientação sobre como garantir o futuro do seu bebê.
1363,1625,Uma companhia com experiência e jogo de cintura pode fazer muita diferença no trabalho de parto. Essa é a função das doulas.
1037,658,Uma família sem dívidas recebe o bebê com mais tranquilidade. Procure saldar as suas antes do nascimento.
1031,629,Uma forma inteligente para fazer economia e evitar desperdícios com acessórios e carrinhos de bebê é pedir emprestado a parentes ou  amigos.
1139,1082,"Usar o bebê-conforto e a cadeirinha, desde que o bebê nasce, mostra que você ama seu bebê e cuida dele com muito carinho."
1168,1187,"Use as filas preferenciais de bancos, supermercados e lojas, mesmo que a barriga ainda não esteja aparecendo. Garanta seu bem-estar e o de seu bebê."
1194,1260,Veja quais as vacinas estão disponíveis no sistema público. Você pode economizar até R$ 4200 em dois anos!
1395,1686,"Violência é violência. Seja a agressão feita com a mão ou no grito, todas prejudicam o desenvolvimento físico e emocional da criança."
1162,1164,"Visite várias creches e se informe sobre mensalidades, taxas extras, horários de funcionamento e férias escolares."
1159,1155,Vítimas de afogamento precisam de atendimento imediato até a chegada do SAMU (192). Procure conhecer manobras de reanimação.
1367,1632,"Você está entrando em uma fase cheia de novidades: no segundo trimestre, o bebê começa a chutar e já dá para descobrir o sexo."
1351,1601,Você não precisa deixar as tarefas domésticas de lado por causa da gravidez.  Mas não se esforce demais.
1396,1689,"Você não precisa esperar que ele comece a falar. Aprenda a se comunicar com seu bebê observando gestos, choros, risadas e olhares."
1074,801,"Você pode trabalhar, desde que se sinta bem. Mas, nada de excessos! Evite fazer horas-extras ou longas viagens."
1377,1652,Você sabia que pode ser dispensada do trabalho para fazer os exames do pré-natal? Procure saber como no setor de pessoal da empresa.
1235,1343,Você se sente cansada? Incompreendida? Procure outras mães e compartilhe isso com elas. Elas podem ajudar você a superar essa fase.
983,1509,"Você tem dúvidas sobre a gestação e o parto? Não sabe se é normal o que acontece com você? Não deixe as dúvidas em casa, leve-as à consulta no pré-natal!"
1213,1298,"Você tem ficado sonolenta durante o dia? Pode ser cansaço, mas quase sempre essa sonolência indica noites maldormidas. "
